pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
HD 30177 b,Radial Velocity,,,,2514.53421506,5.21644669,4.34065156,,,,,,,85.393,14.354,18.742,,,,12.5,,,,,,1.02,0.03,0.03,0.206645,0.011826,0.016786,0.98,0.12,0.12,,,
HD 30177 c,Radial Velocity,,,,12085.45185585,583.05318377,440.70331608,,,,,,,98.016,16.025,24.235,,,,12.7,,,,,,1.18,0.02,0.02,0.038869,0.004701,0.012606,0.98,0.12,0.12,,,
HD 31527 b,Radial Velocity,,,,16.5535,0.0034,0.0035,,,,,,,,,,,,,3.22,,,,,,1.07,0.01,0.02,0.1,0.05,0.05,0.96,,,,,
HD 31527 c,Radial Velocity,,,,51.2053,0.0373,0.0368,,,,,,,,,,,,,3.85,,,,,,1.07,0.01,0.02,0.04,0.05,0.03,0.96,,,,,
HD 31527 d,Radial Velocity,,,,271.6737,2.1135,2.2471,,,,,,,,,,,,,3.46,,,,,,1.07,0.01,0.02,0.24,0.13,0.13,0.96,,,,,
HD 3167 b,Transit,2458269.57891,0.00026,0.00024,0.95965428,3e-07,2.9e-07,1.609,0.0172,0.0144,6.6,7.9,6.6,87.59,1.63,1.75,0.181,0.141,0.123,1.627,0.083,0.058,4.45,0.053,0.055,0.87,0.01,0.01,0.1,,,0.85,0.03,0.02,0.01712,0.00086,0.00059
HD 3167 c,Transit,2458439.605096,0.000149,0.000147,29.8464948,1.57e-05,1.54e-05,4.869,0.026,0.025,-97.0,23.0,23.0,89.421,0.13,0.071,0.451,0.078,0.12,2.923,0.098,0.109,44.01,0.52,0.54,0.87,0.01,0.01,0.15,0.0,0.267,0.85,0.03,0.02,0.03075,0.00103,0.00112
HD 3167 d,Radial Velocity,2457797.16,0.21,0.21,8.4783,0.0025,0.0025,,,,,,,,,,,,,2.09,,,19.02,0.23,0.23,0.87,0.01,0.01,0.44,0.0,0.36,0.85,0.03,0.02,,,
HD 3167 e,Radial Velocity,2457643.6,4.0,5.3,102.09,0.52,0.5,,,,,,,,,,,,,3.09,,,99.93,1.65,1.59,0.87,0.01,0.01,0.6,0.0,0.6,0.85,0.03,0.02,,,
HD 33142 b,Radial Velocity,,,,330.0,0.4,0.4,,,,,,,,,,,,,13.7,,,,,,4.17,0.03,0.07,0.049,0.032,0.03,1.52,0.03,0.03,,,
HD 33142 c,Radial Velocity,,,,810.2,3.8,4.2,,,,,,,,,,,,,13.9,,,,,,4.17,0.03,0.07,0.081,0.055,0.047,1.52,0.03,0.03,,,
HD 33142 d,Radial Velocity,,,,89.9,0.1,0.1,,,,,,,,,,,,,9.32,,,,,,4.17,0.03,0.07,0.191,0.14,0.128,1.52,0.03,0.03,,,
HD 33844 b,Radial Velocity,,,,551.40002,7.8,7.8,,,,,,,,,,,,,13.4,,,,,,5.39,0.28,0.28,0.15,0.07,0.07,1.84,0.39,0.39,,,
HD 33844 c,Radial Velocity,,,,916.0,29.5,29.5,,,,,,,,,,,,,13.5,,,,,,5.29,0.41,0.41,0.13,0.1,0.1,1.78,0.18,0.18,,,
HD 34445 b,Radial Velocity,2454809.0,11.0,12.0,1049.0,11.0,11.0,,,,,,,,,,,,,13.9,,,,,,1.38,0.02,0.02,0.27,0.07,0.07,1.14,0.09,0.09,,,
HD 34445 c,Radial Velocity,,,,214.67,0.45,0.45,,,,,,,,,,,,,8.42,,,,,,1.38,0.08,0.08,0.036,0.071,0.036,1.07,0.02,0.02,,,
HD 34445 d,Radial Velocity,,,,117.87,0.18,0.18,,,,,,,,,,,,,6.07,,,,,,1.38,0.08,0.08,0.027,0.051,0.027,1.07,0.02,0.02,,,
HD 34445 e,Radial Velocity,,,,49.175,0.045,0.045,,,,,,,,,,,,,4.26,,,,,,1.38,0.08,0.08,0.09,0.062,0.062,1.07,0.02,0.02,,,
HD 34445 f,Radial Velocity,,,,676.8,7.9,7.9,,,,,,,,,,,,,6.88,,,,,,1.38,0.08,0.08,0.031,0.057,0.031,1.07,0.02,0.02,,,
HD 34445 g,Radial Velocity,,,,5700.0,1500.0,1500.0,,,,,,,,,,,,,13.6,,,,,,1.38,0.08,0.08,0.032,0.08,0.032,1.07,0.02,0.02,,,
HD 37124 b,Radial Velocity,2454920.13,0.97,1.0,154.378,0.089,0.089,,,,,,,,,,,,,14.0,,,,,,0.95,0.02,0.02,0.054,0.028,0.028,0.85,,,,,
HD 37124 c,Radial Velocity,2454937.0,13.0,12.0,885.5,5.1,5.1,,,,,,,,,,,,,14.1,,,,,,0.95,0.02,0.02,0.125,0.055,0.055,0.85,,,,,
HD 37124 d,Radial Velocity,2454455.0,48.0,55.0,1862.0,38.0,38.0,,,,,,,,,,,,,14.0,,,,,,0.95,0.02,0.02,0.16,0.14,0.14,0.85,,,,,
HD 37605 b,Radial Velocity,,,,55.01292,0.00062,0.00062,,,,,,,,,,,,,13.2,,,,,,0.91,0.05,0.05,0.6745,0.0019,0.0019,0.94,0.15,0.15,,,
HD 37605 c,Radial Velocity,,,,2720.0,15.0,15.0,,,,,,,,,,,,,13.1,,,,,,0.91,0.05,0.05,0.03,0.012,0.012,0.94,0.15,0.15,,,
HD 38529 b,Radial Velocity,2455200.3,0.05,0.05,14.30990015,0.00012908,0.0001342,,,,,,,57.0,14.0,14.0,,,,14.1,,,,,,2.86,0.04,0.04,0.256497,0.009131,0.009034,0.98,0.12,0.12,,,
HD 38529 c,Radial Velocity,2454612.6,3.3,3.3,2127.60565656,1.4937626,1.55087609,,,,,,,104.559,6.393,8.722,,,,12.4,,,,,,2.86,0.04,0.04,0.357148,0.005103,0.005168,0.98,0.12,0.12,,,
HD 39091 b,Radial Velocity,,,,2088.75851193,0.40895569,0.42232005,,,,,,,54.436,5.945,3.719,,,,12.4,,,,,,1.19,0.0,0.0,0.642306,0.000664,0.000643,1.1,0.14,0.14,,,
HD 39194 b,Radial Velocity,,,,5.6368,0.0004,0.0004,,,,,,,,,,,,,1.83,,,,,,0.78,0.04,0.06,0.207,0.0,0.207,0.67,0.04,0.04,,,
HD 39194 c,Radial Velocity,,,,14.03,0.003,0.003,,,,,,,,,,,,,2.39,,,,,,0.78,0.04,0.06,0.154,0.0,0.154,0.67,0.04,0.04,,,
HD 39194 d,Radial Velocity,,,,33.91,0.03,0.03,,,,,,,,,,,,,1.83,,,,,,0.78,0.04,0.06,0.333,0.0,0.333,0.67,0.04,0.04,,,
HD 40307 b,Radial Velocity,,,,4.3123,0.0011,0.0012,,,,,,,,,,,,,1.83,,,,,,0.72,0.06,0.05,0.2,0.14,0.16,0.77,0.05,0.05,,,
HD 40307 c,Radial Velocity,,,,9.6184,0.005,0.0049,,,,,,,,,,,,,2.46,,,,,,0.72,0.06,0.05,0.06,0.11,0.06,0.77,0.05,0.05,,,
HD 40307 d,Radial Velocity,,,,20.432,0.022,0.024,,,,,,,,,,,,,3.04,,,,,,0.72,0.06,0.05,0.07,0.11,0.07,0.77,0.05,0.05,,,
HD 40307 f,Radial Velocity,,,,51.76,0.5,0.46,,,,,,,,,,,,,2.13,,,,,,0.72,0.06,0.05,0.02,0.2,0.02,0.77,0.05,0.05,,,
HD 40307 g,Radial Velocity,,,,197.8,5.7,9.0,,,,,,,,,,,,,2.56,,,,,,0.72,0.06,0.05,0.29,0.31,0.29,0.77,0.05,0.05,,,
HD 41004 A b,Radial Velocity,,,,963.0,38.0,38.0,,,,,,,,,,,,,13.2,,,,,,0.85,0.07,0.07,0.74,0.2,0.2,0.95,0.1,0.1,,,
HD 41004 B b,Radial Velocity,,,,1.3283,1.2e-05,1.2e-05,,,,,,,,,,,,,12.1,,,,,,1.04,0.06,0.07,0.081,0.012,0.012,0.4,,,,,
HD 4203 b,Radial Velocity,2440618.8,6.0,6.0,431.88,0.85,0.85,,,,,,,,,,,,,13.3,,,,,,1.42,0.05,0.05,0.52,0.03,0.03,1.25,0.16,0.16,,,
HD 4203 c,Radial Velocity,2453780.0,130.0,490.0,6700.0,4500.0,4500.0,,,,,,,,,,,,,13.3,,,,,,1.5,0.06,0.08,0.24,0.13,0.13,0.99,0.12,0.13,,,
HD 43197 b,Radial Velocity,,,,308.92072284,2.34087114,2.83566897,,,,,,,,,,,,,14.2,,,,,,1.0,0.01,0.01,0.741938,0.016867,0.017955,0.96,0.12,0.12,,,
HD 43197 c,Radial Velocity,,,,9295.97349931,4132.95251927,2422.13527114,,,,,,,11.42,5.388,3.07,,,,12.6,,,,,,1.0,0.01,0.01,0.148799,0.112233,0.087033,0.96,0.12,0.12,,,
HD 45184 b,Radial Velocity,2455946.53,0.28,0.25,5.8854,0.0003,0.0003,,,,,,,,,,,,,3.52,,,,,,1.08,0.02,0.02,0.07,0.05,0.05,1.03,,,,,
HD 45184 c,Radial Velocity,2455954.0,1.3,1.7,13.1354,0.0026,0.0025,,,,,,,,,,,,,2.91,,,,,,1.08,0.02,0.02,0.07,0.07,0.05,1.03,,,,,
HD 45364 b,Radial Velocity,,,,226.93,0.37,0.37,,,,,,,,,,,,,8.97,,,,,,0.89,0.01,0.02,0.1684,0.019,0.019,0.82,0.05,0.05,,,
HD 45364 c,Radial Velocity,,,,342.85,0.28,0.28,,,,,,,,,,,,,14.1,,,,,,0.89,0.01,0.02,0.0974,0.012,0.012,0.82,0.05,0.05,,,
HD 47186 b,Radial Velocity,,,,4.0845,0.0002,0.0002,,,,,,,,,,,,,5.02,,,,,,1.08,0.01,0.01,0.04,0.02,0.02,0.96,0.05,0.05,,,
HD 47186 c,Radial Velocity,,,,1353.6,57.1,57.1,,,,,,,,,,,,,13.0,,,,,,1.08,0.01,0.01,0.249,0.073,0.073,0.96,0.05,0.05,,,
HD 4732 b,Radial Velocity,,,,360.2,1.4,1.4,,,,,,,,,,,,,13.3,,,,,,5.4,0.4,0.4,0.13,0.06,0.06,1.74,0.2,0.14,,,
HD 4732 c,Radial Velocity,,,,2732.0,81.0,81.0,,,,,,,,,,,,,13.3,,,,,,5.4,0.4,0.4,0.23,0.07,0.07,1.74,0.2,0.14,,,
HD 47366 b,Radial Velocity,,,,359.15,2.03,2.34,,,,,,,,,,,,,13.3,,,,,,6.2,0.6,0.6,0.06,0.04,0.04,2.19,0.25,0.25,,,
HD 47366 c,Radial Velocity,,,,682.85,4.98,4.9,,,,,,,,,,,,,13.4,,,,,,6.2,0.6,0.6,0.1,0.11,0.08,2.19,0.25,0.25,,,
HD 50499 b,Radial Velocity,2455005.0,74.0,76.0,2447.1,21.92,21.72,,,,,,,,,,,,,13.5,,,,,,1.35,0.05,0.05,0.266,0.044,0.044,1.25,0.02,0.02,,,
HD 50499 c,Radial Velocity,2452710.0,130.0,250.0,8619.9,2622.495,405.4275,,,,,,,,,,,,,13.2,,,,,,1.42,0.02,0.02,0.0,0.14,0.02,1.31,0.07,0.07,,,
HD 51608 b,Radial Velocity,,,,14.0726,0.0016,0.0016,,,,,,,,,,,,,3.62,,,,,,0.92,0.02,0.06,0.09,0.04,0.04,0.8,,,,,
HD 51608 c,Radial Velocity,,,,95.9446,0.1555,0.1366,,,,,,,,,,,,,3.87,,,,,,0.92,0.02,0.06,0.14,0.07,0.07,0.8,,,,,
HD 5278 b,Transit,2458680.69932,0.00083,0.00081,14.339156,4.9e-05,4.7e-05,4.8,0.24,0.29,,,,89.27,0.47,0.48,0.27,0.17,0.18,2.45,0.05,0.05,22.4,0.5,0.9,1.19,0.02,0.02,0.08,0.09,0.05,1.13,0.04,0.04,0.01874,0.0003,0.00027
HD 5278 c,Radial Velocity,,,,40.87,0.18,0.17,,,,,,,,,,,,,4.49,,,,,,1.19,0.02,0.02,0.07,0.08,0.04,1.13,0.04,0.04,,,
HD 5319 b,Radial Velocity,,,,637.1,1.4,1.4,,,,,,,,,,,,,13.5,,,,,,4.06,0.41,0.41,0.092,0.025,0.025,1.27,0.18,0.18,,,
HD 5319 c,Radial Velocity,,,,872.2,6.0,6.0,,,,,,,,,,,,,13.8,,,,,,4.06,0.41,0.41,0.183,0.064,0.064,1.27,0.18,0.18,,,
HD 60532 b,Radial Velocity,,,,201.9,0.3,0.3,,,,,,,20.0,0.0,0.0,,,,13.8,,,,,,2.57,0.12,0.12,0.26,0.02,0.02,1.5,0.09,0.09,,,
HD 60532 c,Radial Velocity,,,,600.1,2.4,2.4,,,,,,,20.0,0.0,0.0,,,,13.3,,,,,,2.57,0.12,0.12,0.03,0.02,0.02,1.5,0.09,0.09,,,
HD 62364 b,Radial Velocity,,,,27399.80246717,3572.02776093,1614.42398862,,,,,,,66.463,2.346,2.345,,,,12.2,,,,,,1.44,0.06,0.06,0.863248,0.012365,0.008096,1.19,0.16,0.16,,,
HD 62364 c,Radial Velocity,,,,74839.94554588,8275.85573349,6864.79047325,,,,,,,38.789,4.169,3.601,,,,12.0,,,,,,1.44,0.06,0.06,0.772792,0.009264,0.009259,1.19,0.16,0.16,,,
HD 63433 b,Transit,2458916.4526,0.0032,0.0027,7.10793,0.0004,0.00034,3.216,0.0336,0.0312,1.0,41.0,43.0,89.38,0.43,0.64,0.18,0.17,0.13,2.15,0.1,0.1,16.95,0.34,0.82,0.91,0.03,0.03,0.0,,,0.99,0.03,0.03,0.02161,0.00055,0.00055
HD 63433 c,Transit,2458844.05799,0.00084,0.00087,20.5453,0.0012,0.0013,4.068,0.036,0.0312,-1.0,35.0,32.0,89.147,0.069,0.2,0.512,0.063,0.033,2.67,0.12,0.12,34.38,0.69,2.0,0.91,0.03,0.03,0.0,,,0.99,0.03,0.03,0.02687,0.0007,0.0007
HD 63935 b,Transit,2458494.4462,0.001,0.001,9.058811,1.7e-05,1.6e-05,3.36,0.1,0.1,,,,88.49,0.002,0.002,0.49,0.02,0.02,2.99,0.14,0.14,18.64,1.1,1.1,0.96,0.04,0.04,0.0,,,0.93,0.05,0.05,0.0285,0.0004,0.0004
HD 63935 c,Radial Velocity,2459231.828,0.0014,0.0014,21.4023,0.00189,0.00194,4.85,0.33,0.33,,,,88.241,0.001,0.001,0.3,0.03,0.04,2.9,0.13,0.13,33.06,2.0,2.0,0.96,0.04,0.04,0.0,,,0.93,0.05,0.05,0.0277,0.0004,0.0004
HD 65216 b,Radial Velocity,,,,577.6,1.328,1.328,,,,,,,,,,,,,13.6,,,,,,0.88,0.01,0.01,0.27,0.02,0.02,0.87,,,,,
HD 65216 c,Radial Velocity,,,,5370.0,20.0,20.0,,,,,,,,,,,,,13.4,,,,,,0.89,0.06,0.04,0.17,0.04,0.04,0.87,,,,,
HD 66428 b,Radial Velocity,2456562.0,13.0,13.0,2269.81725722,5.36610638,5.8540115,,,,,,,16.639,10.121,2.959,,,,12.4,,,,,,1.13,0.02,0.02,0.470522,0.011591,0.011565,1.01,0.13,0.13,,,
HD 66428 c,Radial Velocity,2445900.0,4600.0,4500.0,10478.84436542,3362.50247787,1953.18726553,,,,,,,93.938,57.003,55.476,,,,13.3,,,,,,1.17,0.03,0.03,0.207329,0.096607,0.098008,1.01,0.13,0.13,,,
HD 67087 b,Radial Velocity,,,,352.2,1.7,1.6,,,,,,,,,,,,,13.1,,,,,,1.55,0.32,0.32,0.17,0.07,0.07,1.36,0.04,0.04,,,
HD 67087 c,Radial Velocity,,,,2374.0,193.0,156.0,,,,,,,,,,,,,12.9,,,,,,1.55,0.32,0.32,0.76,0.17,0.24,1.36,0.04,0.04,,,
HD 68988 b,Radial Velocity,2451549.717,0.005,0.006,6.27711,0.00021,0.00021,,,,,,,,,,,,,13.4,,,,,,1.19,0.02,0.02,0.12,0.01,0.01,1.28,0.09,0.09,,,
HD 68988 c,Radial Velocity,2451660.0,110.0,180.0,16000.0,11000.0,3500.0,,,,,,,,,,,,,12.3,,,,,,1.26,0.03,0.03,0.45,0.13,0.081,1.17,0.05,0.05,,,
HD 69830 b,Radial Velocity,2456585.35,0.16,0.15,8.667,0.003,0.003,,,,,,,13.0,27.0,13.0,,,,3.17,,,,,,0.89,0.02,0.02,0.1,0.04,0.04,0.86,0.03,0.03,,,
HD 69830 c,Radial Velocity,2455197.35,0.78,0.78,31.56,0.04,0.04,,,,,,,13.0,27.0,13.0,,,,3.46,,,,,,0.89,0.02,0.02,0.13,0.06,0.06,0.86,0.03,0.03,,,
HD 69830 d,Radial Velocity,2455307.0,9.4,9.3,197.0,3.0,3.0,,,,,,,13.0,27.0,13.0,,,,4.45,,,,,,0.89,0.02,0.02,0.07,0.07,0.07,0.86,0.03,0.03,,,
HD 72659 b,Radial Velocity,2457164.0,38.0,40.0,3549.39853518,18.95928835,15.59602648,,,,,,,77.583,39.898,39.755,,,,13.1,,,,,,1.46,0.02,0.02,0.257128,0.013833,0.015969,1.09,0.13,0.13,,,
HD 72659 c,Radial Velocity,,,,18207.72098165,1389.93101262,1200.41907216,,,,,,,14.279,4.366,2.678,,,,12.1,,,,,,1.46,0.02,0.02,0.091341,0.054778,0.048334,1.09,0.13,0.13,,,
HD 73267 b,Radial Velocity,,,,1257.99159045,0.50697407,0.60358257,,,,,,,130.843,7.614,7.66,,,,13.0,,,,,,0.91,0.03,0.03,0.261289,0.003771,0.004342,0.93,0.12,0.12,,,
HD 73267 c,Radial Velocity,,,,17071.78044733,785.40420913,1087.38232443,,,,,,,91.849,18.586,24.998,,,,12.8,,,,,,0.96,0.02,0.03,0.089366,0.022963,0.022014,0.93,0.12,0.12,,,
HD 73526 b,Radial Velocity,,,,188.3,0.9,0.9,,,,,,,,,,,,,13.1,,,,,,1.53,0.03,0.03,0.19,0.05,0.05,1.14,0.15,0.15,,,
HD 73526 c,Radial Velocity,,,,379.1,0.5,0.5,,,,,,,,,,,,,13.3,,,,,,1.53,0.03,0.03,0.28,0.05,0.05,1.01,0.05,0.05,,,
HD 73583 b,Transit,2458517.69013,0.00056,0.00059,6.398042,6.7e-06,6.2e-06,2.143,0.029,0.027,,,,88.37,0.18,0.18,0.566,0.07,0.068,2.79,0.1,0.1,19.98,0.61,0.63,0.65,0.02,0.02,0.09,0.09,0.06,0.73,0.02,0.02,0.03932,0.00066,0.00061
HD 73583 c,Transit,2459232.1682,0.0019,0.0024,18.87974,0.00086,0.00074,3.67,0.09,0.102,,,,89.72,0.2,0.27,0.21,0.23,0.15,2.39,0.1,0.09,41.11,1.25,1.3,0.65,0.02,0.02,0.08,0.11,0.06,0.73,0.02,0.02,0.03368,0.00089,0.00083
HD 74156 b,Radial Velocity,2455231.464,0.047,0.048,51.63563941,0.00099636,0.00112865,,,,,,,,,,,,,13.5,,,,,,1.51,0.03,0.03,0.635643,0.007611,0.005371,1.1,0.14,0.14,,,
HD 74156 c,Radial Velocity,2457109.7,9.0,8.9,2448.48726302,4.19249468,4.247588,,,,,,,120.162,7.601,66.225,,,,12.5,,,,,,1.51,0.03,0.03,0.377277,0.006466,0.005859,1.1,0.14,0.14,,,
HD 75784 b,Radial Velocity,,,,341.2,1.1,1.1,,,,,,,,,,,,,13.8,,,,,,3.4,0.3,0.3,0.097,0.063,0.063,1.26,0.08,0.08,,,
HD 75784 c,Radial Velocity,,,,7900.0,2000.0,2000.0,,,,,,,,,,,,,12.8,,,,,,3.4,0.3,0.3,0.489,0.092,0.092,1.26,0.08,0.08,,,
HD 7924 b,Radial Velocity,2456174.716,0.072,0.084,5.39792,0.00025,0.00025,,,,,,,,,,,,,2.4,,,,,,0.78,0.01,0.01,0.06,0.05,0.05,0.65,0.05,0.05,,,
HD 7924 c,Radial Velocity,2455203.73,0.34,0.36,15.299,0.0032,0.0033,,,,,,,,,,,,,2.72,,,,,,0.78,0.03,0.03,0.098,0.096,0.069,0.83,0.02,0.04,,,
HD 7924 d,Radial Velocity,2455188.3,0.93,0.91,24.451,0.015,0.017,,,,,,,,,,,,,2.42,,,,,,0.78,0.03,0.03,0.21,0.13,0.12,0.83,0.02,0.04,,,
HD 81817 b,Radial Velocity,,,,1021.20159246,13.88369693,9.89129747,,,,,,,95.594,29.637,35.307,,,,11.9,,,,,,83.8,7.8,7.8,0.097258,0.090451,0.057408,4.3,0.5,0.5,,,
HD 81817 c,Radial Velocity,,,,622.97801866,2.01913957,2.12034546,,,,,,,,,,,,,12.0,,,,,,109.46,1.09,2.99,0.095429,0.058161,0.044165,4.3,0.5,0.5,,,
HD 82943 b,Radial Velocity,2455114.6,7.0,7.7,441.47,0.35,0.35,,,,,,,90.0,,,,,,13.5,,,,,,1.18,0.07,0.05,0.162,0.036,0.036,1.08,0.12,0.15,,,
HD 82943 c,Radial Velocity,2455135.17,0.56,0.54,220.078,0.051,0.051,,,,,,,90.0,,,,,,13.4,,,,,,1.18,0.07,0.05,0.3663,0.0097,0.0097,1.08,0.12,0.15,,,
HD 83443 b,Radial Velocity,2452307.369,0.031,0.032,2.985628,5e-06,5e-06,,,,,,,,,,,,,14.1,,,,,,0.94,0.02,0.02,0.012,0.007,0.006,1.0,0.03,0.03,,,
HD 83443 c,Radial Velocity,,,,8241.0,1019.0,530.0,,,,,,,,,,,,,13.6,,,,,,0.94,0.02,0.02,0.76,0.046,0.047,1.0,0.03,0.03,,,
HD 86226 b,Radial Velocity,,,,1628.0,22.0,21.0,,,,,,,,,,,,,14.3,,,,,,1.05,0.03,0.03,0.059,0.062,0.039,1.02,0.06,0.07,,,
HD 86226 c,Transit,2458543.2539,0.0007,0.0007,3.98442,0.00018,0.00018,3.12,0.12,0.05,,,,86.45,0.26,0.16,0.63,0.06,0.08,2.16,0.08,0.08,10.11,0.07,0.08,1.05,0.03,0.03,0.075,0.065,0.048,1.02,0.06,0.07,,,
HD 92788 b,Radial Velocity,2450581.2,1.7,1.6,325.803,0.036525,0.036525,,,,,,,8.0,8.0,8.0,,,,13.0,,,,,,1.14,0.02,0.02,0.35,0.004,0.005,1.15,0.07,0.07,,,
HD 92788 c,Radial Velocity,2450140.0,360.0,510.0,11611.2975,5055.06,905.82,,,,,,,,,,,,,13.0,,,,,,1.14,0.02,0.02,0.46,0.12,0.03,1.15,0.07,0.07,,,
HD 93351 b,Radial Velocity,,,,2.45946479,0.00016796,0.00011193,,,,,,,,,,,,,1.7,,,,,,0.91,0.04,0.05,,0.124876,0.20812,0.94,0.12,0.12,,,
HD 93351 c,Radial Velocity,,,,14010.29409878,5932.2883486,1538.69000167,,,,,,,14.636,1.039,1.177,,,,12.3,,,,,,0.91,0.04,0.05,0.108765,0.046338,0.040595,0.94,0.12,0.12,,,
HD 93385 b,Radial Velocity,,,,7.3426,0.0012,0.0012,,,,,,,,,,,,,1.88,,,,,,1.18,0.07,0.06,0.295,,,1.04,0.01,0.01,,,
HD 93385 c,Radial Velocity,,,,13.18,0.003,0.003,,,,,,,,,,,,,2.56,,,,,,1.18,0.07,0.06,0.2,,,1.04,0.01,0.01,,,
HD 93385 d,Radial Velocity,,,,45.85,0.05,0.05,,,,,,,,,,,,,2.89,,,,,,1.18,0.07,0.06,0.09,0.15,0.05,1.04,0.01,0.01,,,
HD 93963 A b,Transit,2458901.2774,0.0016,0.0016,1.0391353,4.9e-06,4.9e-06,1.812,0.04,0.04,,,,86.21,1.69,1.14,0.284,0.081,0.126,1.35,0.042,0.042,4.299,0.067,0.067,1.04,0.01,0.01,,,,1.11,0.04,0.04,0.0119,0.00036,0.00036
HD 93963 A c,Transit,2458902.87274,0.001,0.00095,3.6451398,1.06e-05,1.42e-05,2.268,0.045,0.042,,,,86.31,0.19,0.19,0.64,0.026,0.026,3.228,0.059,0.059,9.92,0.15,0.15,1.04,0.01,0.01,,,,1.11,0.04,0.04,0.02838,0.00045,0.00045
HD 9446 b,Radial Velocity,,,,30.052,0.027,0.027,,,,,,,,,,,,,14.0,,,,,,1.0,,,0.2,0.06,0.06,1.0,0.1,0.1,,,
HD 9446 c,Radial Velocity,,,,192.9,0.9,0.9,,,,,,,,,,,,,13.4,,,,,,1.0,,,0.06,0.06,0.06,1.0,0.1,0.1,,,
HD 95089 b,Radial Velocity,,,,464.4,3.8,3.8,,,,,,,,,,,,,13.7,,,,,,5.08,0.1,0.1,0.119,0.072,0.072,1.54,0.11,0.11,,,
HD 95089 c,Radial Velocity,,,,1785.0,32.0,32.0,,,,,,,,,,,,,13.1,,,,,,5.08,0.1,0.1,0.284,0.042,0.042,1.54,0.11,0.11,,,
HD 95735 c,Radial Velocity,2457205.0,98.0,96.0,2946.0,210.0,180.0,,,,,,,,,,,,,3.76,,,,,,0.37,0.01,0.01,0.132,0.16,0.091,0.39,0.01,0.01,,,
HD 96700 b,Radial Velocity,,,,8.1245,0.0006,0.0006,,,,,,,,,,,,,2.93,,,,,,1.16,0.04,0.04,0.138,0.0,0.138,0.89,0.01,0.01,,,
HD 96700 c,Radial Velocity,,,,19.88,0.01,0.01,,,,,,,,,,,,,1.69,,,,,,1.16,0.04,0.04,0.293,0.0,0.293,0.89,0.01,0.01,,,
HD 96700 d,Radial Velocity,,,,103.5,0.1,0.1,,,,,,,,,,,,,3.61,,,,,,1.16,0.04,0.04,0.27,0.08,0.08,0.89,0.01,0.01,,,
HD 99706 b,Radial Velocity,,,,841.0,32.0,32.0,,,,,,,,,,,,,13.7,,,,,,5.52,0.1,0.1,0.25,0.16,0.16,1.46,0.12,0.12,,,
HD 99706 c,Radial Velocity,,,,1278.0,151.0,198.0,,,,,,,,,,,,,12.8,,,,,,5.4,0.1,0.1,0.411,0.231,0.178,1.72,0.12,0.12,,,
HIP 14810 b,Radial Velocity,,,,6.673892,8e-06,8e-06,,,,,,,,,,,,,13.0,,,,,,1.07,0.08,0.08,0.14399,0.00087,0.00087,1.01,0.19,0.19,,,
HIP 14810 c,Radial Velocity,,,,147.747,0.029,0.029,,,,,,,,,,,,,13.6,,,,,,1.07,0.08,0.08,0.1566,0.0099,0.0099,1.01,0.19,0.19,,,
HIP 14810 d,Radial Velocity,,,,981.8,6.9,6.9,,,,,,,,,,,,,14.1,,,,,,1.07,0.08,0.08,0.185,0.035,0.035,1.01,0.19,0.19,,,
HIP 19976 b,Radial Velocity,,,,50.65905263,0.06281642,0.0783023,,,,,,,,,,,,,4.8,,,,,,0.77,0.07,0.06,0.304346,0.200387,0.14519,0.67,0.08,0.08,,,
HIP 19976 c,Radial Velocity,,,,17128.35283777,3237.70151093,2519.32802547,,,,,,,60.988,4.513,3.563,,,,11.9,,,,,,0.77,0.07,0.06,0.405505,0.101063,0.099256,0.67,0.08,0.08,,,
HIP 38594 b,Radial Velocity,,,,60.722,0.122,0.122,,,,,,,,,,,,,2.77,,,,,,0.63,0.02,0.02,0.17,0.11,0.11,0.61,0.02,0.02,,,
HIP 38594 c,Radial Velocity,,,,3477.768,229.001,229.001,,,,,,,,,,,,,7.94,,,,,,0.63,0.02,0.02,0.16,0.1,0.1,0.61,0.02,0.02,,,
HIP 41378 b,Transit,2457152.2818,0.0012,0.0012,15.572098,1.8e-05,1.9e-05,5.118,0.263,0.263,,,,88.8,0.8,1.4,0.55,0.28,0.28,2.507,0.141,0.141,21.0,2.0,5.0,1.34,0.03,0.03,,,,1.17,0.07,0.07,0.01843,0.0011,0.00037
HIP 41378 c,Transit,2457163.1609,0.0023,0.0027,31.70648,0.00024,0.00019,2.3326321,0.838543,0.838543,,,,87.5,2.2,1.4,0.53,0.29,0.29,2.56,0.4,0.4,22.0,57.0,7.0,1.34,0.03,0.03,,,,1.17,0.07,0.07,0.02,0.018,0.0037
