pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
Kepler-260 b,Transit,2455093.86771,0.00136,0.00136,8.187399,2.2e-05,2.2e-05,3.027,0.05,0.05,,,,88.89,,,0.46,0.24,0.24,2.01,0.55,0.55,16.11,6.3,6.3,0.86,0.23,0.23,0.0,,,0.92,0.03,0.03,0.02074,0.00039,0.00074
Kepler-260 c,Transit,2454994.71209,0.00705,0.00705,76.050178,0.001026,0.001026,6.826,0.219,0.219,,,,89.99,,,0.66,0.27,0.27,1.74,0.54,0.54,82.69,2.2,2.2,0.86,0.23,0.23,0.0,,,0.92,0.03,0.03,0.01777,0.00097,0.00062
Kepler-261 b,Transit,2455101.02361,0.00075,0.00075,10.381227,1.6e-05,1.6e-05,2.759,0.028,0.028,,,,89.36,,,0.16,0.19,0.19,2.18,0.14,0.14,28.9,1.3,1.3,0.79,0.05,0.05,0.0,,,0.88,0.03,0.03,0.02528,0.0003,0.0003
Kepler-261 c,Transit,2454968.87408,0.00159,0.00159,24.570858,6.9e-05,6.9e-05,2.761,0.052,0.052,,,,87.52,,,0.19,0.21,0.21,2.0,0.14,0.14,51.4,2.4,2.4,0.79,0.05,0.05,0.0,,,0.88,0.03,0.03,0.02488,0.00059,0.00059
Kepler-262 b,Transit,2454970.63086,0.00866,0.00866,13.060855,0.000164,0.000164,3.278,0.241,0.241,,,,88.16,,,0.76,0.29,0.29,1.36,0.59,0.59,23.81,9.6,9.6,0.88,0.36,0.36,0.0,,,0.99,0.08,0.08,0.0136,0.0012,0.0012
Kepler-262 c,Transit,2454977.31467,0.00506,0.00506,21.853722,0.000187,0.000187,3.49,0.154,0.154,,,,88.95,,,0.07,0.23,0.23,1.64,0.68,0.68,50.83,4.8,4.8,0.88,0.36,0.36,0.0,,,0.99,0.08,0.08,0.01823,0.00073,0.00058
Kepler-263 b,Transit,2454979.15154,0.00238,0.00238,16.568087,6.5e-05,6.5e-05,4.143,0.073,0.073,,,,89.69,,,0.08,0.23,0.23,2.67,1.45,1.45,30.26,3.0,3.0,0.79,0.43,0.43,0.0,,,0.8,0.04,0.04,0.03293,0.00079,0.0009
Kepler-263 c,Transit,2454984.4095,0.00572,0.00572,47.332773,0.000456,0.000456,3.069,0.187,0.187,,,,89.8,,,0.06,0.23,0.23,2.47,1.35,1.35,129.8,19.9,19.9,0.79,0.43,0.43,0.0,,,0.8,0.04,0.04,0.02813,0.00153,0.00114
Kepler-264 b,Transit,2454988.71209,0.0079,0.0079,40.806231,0.000538,0.000538,14.253,0.337,0.337,,,,89.96,,,0.93,0.33,0.33,3.33,0.74,0.74,24.123,0.101,0.101,1.55,0.31,0.31,0.0,,,1.46,0.13,0.12,0.01805,0.0003,0.0003
Kepler-264 c,Transit,2455049.22078,0.01187,0.01187,140.101261,0.003678,0.003678,17.933,0.291,0.291,,,,89.98,,,0.44,0.24,0.24,2.83,0.58,0.58,58.7,5.4,5.4,1.55,0.31,0.31,0.0,,,1.46,0.13,0.12,0.01495,0.00051,0.00024
Kepler-265 b,Transit,2454965.17037,0.00564,0.00564,6.846262,6.3e-05,6.3e-05,3.59,0.156,0.156,,,,89.71,,,0.64,0.26,0.26,1.86,0.45,0.45,15.0,1.4,1.4,1.1,0.23,0.23,0.0,,,0.98,0.05,0.05,0.01542,0.00049,0.00065
Kepler-265 c,Transit,2454976.33642,0.00479,0.00479,17.028937,0.000136,0.000136,4.732,0.133,0.133,,,,89.59,,,0.34,0.22,0.22,2.63,0.55,0.55,28.39,1.1,1.1,1.1,0.23,0.23,0.0,,,0.98,0.05,0.05,0.02243,0.00085,0.00034
Kepler-265 d,Transit,2454999.27537,0.0098,0.0098,43.130617,0.000658,0.000658,3.066,0.265,0.265,,,,89.52,,,0.69,0.28,0.28,2.49,0.54,0.54,51.0,14.0,14.0,1.1,0.23,0.23,0.0,,,0.98,0.05,0.05,0.02046,0.00095,0.00123
Kepler-265 e,Transit,2454958.89695,0.01335,0.01335,67.831024,0.001396,0.001396,7.066,0.289,0.289,,,,89.98,,,0.02,0.22,0.22,2.59,0.55,0.55,71.85,6.7,6.7,1.1,0.23,0.23,0.0,,,0.98,0.05,0.05,0.02055,0.00109,0.00064
Kepler-266 b,Transit,2455193.3696,0.00323,0.00323,6.61833,4.8e-05,4.8e-05,3.717,0.093,0.093,,,,89.82,,,0.36,0.21,0.21,2.48,1.2,1.2,14.024,0.452,0.452,1.03,0.5,0.5,0.0,,,0.95,0.07,0.04,0.02257,0.00073,0.00044
Kepler-266 c,Transit,2455187.18347,0.00744,0.00744,107.723601,0.001643,0.001643,8.08,0.223,0.223,,,,90.0,,,0.32,0.23,0.23,3.89,1.89,1.89,105.77,2.9,2.9,1.03,0.5,0.5,0.0,,,0.95,0.07,0.04,0.03439,0.00097,0.00083
Kepler-267 b,Transit,2454967.86887,0.00112,0.00112,3.353728,7e-06,7e-06,1.494,0.043,0.043,,,,89.84,,,0.22,0.24,0.24,1.98,0.09,0.09,18.114,0.399,0.399,0.56,0.02,0.02,0.0,,,0.54,0.02,0.02,0.03281,0.00079,0.0005
Kepler-267 c,Transit,2454965.08303,0.00123,0.00123,6.87745,1.6e-05,1.6e-05,1.35,0.042,0.042,,,,88.26,,,0.19,0.21,0.21,2.13,0.11,0.11,22.0,10.0,10.0,0.56,0.02,0.02,0.0,,,0.54,0.02,0.02,0.03929,0.00045,0.0015
Kepler-267 d,Transit,2454991.04035,0.00334,0.00334,28.464515,0.00018,0.00018,2.742,0.098,0.098,,,,89.98,,,0.48,0.24,0.24,2.27,0.12,0.12,84.56,3.4,3.4,0.56,0.02,0.02,0.0,,,0.54,0.02,0.02,0.03717,0.00125,0.00069
Kepler-268 b,Transit,2454982.76209,0.00339,0.00339,25.934138,0.000142,0.000142,4.571,0.09,0.09,,,,89.98,,,0.07,0.19,0.19,2.55,0.47,0.47,14.5,1.4,1.4,1.27,0.23,0.23,0.0,,,1.13,0.05,0.04,0.01902,0.00047,0.00034
Kepler-268 c,Transit,2454991.6851,0.00592,0.00592,83.446393,0.000761,0.000761,7.219,0.11,0.11,,,,89.97,,,0.91,0.33,0.33,3.38,0.69,0.69,99.761,0.215,0.215,1.27,0.23,0.23,0.0,,,1.13,0.05,0.04,0.02044,0.00056,0.00036
Kepler-269 b,Transit,2455190.12204,0.00329,0.00329,5.326718,3.5e-05,3.5e-05,3.387,0.111,0.111,,,,89.8,,,0.62,0.26,0.26,2.47,1.15,1.15,5.37,0.35,0.35,0.96,0.43,0.43,0.0,,,0.92,0.04,0.05,0.02248,0.00082,0.00037
Kepler-269 c,Transit,2455191.68805,0.00938,0.00938,8.127899,0.000149,0.000149,3.899,0.254,0.254,,,,88.71,,,0.61,0.37,0.37,1.69,0.8,0.8,7.12,0.46,0.46,0.96,0.43,0.43,0.0,,,0.92,0.04,0.05,0.01379,0.00072,0.00092
Kepler-27 b,Transit,2454991.6726,,,15.3348,,,3.47,,,,,,87.95,,,0.839,0.1,0.1,4.0,,,34.23,1.7,1.7,0.59,0.15,0.15,0.0,,,0.65,0.16,0.16,0.05706,0.00076,0.00076
Kepler-27 c,Transit,2454986.4274,,,31.3309,,,4.75,,,,,,88.62,,,0.7923,0.019,0.0378,4.9,,,30.8,3.4,3.4,0.59,0.15,0.15,0.0,,,0.65,0.16,0.16,0.07316,0.00092,0.00092
Kepler-27 d,Transit,2454966.85871,0.00238,0.00238,6.54628992,,,2.993,0.106,0.106,,,,87.46,,,0.804,0.1,0.1,2.706,,,10.9,1.2,1.2,0.82,0.08,0.03,0.0,,,0.93,0.03,0.06,0.02792,0.00069,0.00069
Kepler-270 b,Transit,2454968.3951,0.00368,0.00368,11.476094,7.1e-05,7.1e-05,4.865,0.118,0.118,,,,86.33,,,0.14,0.22,0.22,2.01,0.4,0.4,11.8,2.4,2.4,1.46,0.28,0.28,0.0,,,1.17,0.08,0.05,0.0129,0.00034,0.00038
Kepler-270 c,Transit,2454967.21176,0.01785,0.01785,25.262887,0.000599,0.000599,3.698,1.249,1.249,,,,88.0,,,0.1,0.22,0.22,1.77,0.37,0.37,20.0,4.1,4.1,1.46,0.28,0.28,0.0,,,1.17,0.08,0.05,0.01056,0.00011,0.00089
Kepler-271 b,Transit,2454967.82334,0.00232,0.00232,10.43547805,2.7e-05,2.7e-05,3.4047,0.0607,0.0607,,,,89.57,,,0.51,0.16,0.16,1.23,0.08,0.07,23.3,2.5,2.5,0.87,0.05,0.04,0.0,,,0.9,0.04,0.04,0.01347,0.00041,0.00029
Kepler-271 c,Transit,2454968.75273,0.00354,0.00354,7.41086267,3.305e-05,3.305e-05,3.2769,0.0983,0.0983,,,,89.79,,,0.064,0.384,0.064,0.95,0.06,0.06,17.6,1.0,1.0,0.87,0.05,0.04,0.0,,,0.9,0.04,0.04,0.01048,0.00026,0.00045
Kepler-271 d,Transit,2454968.46512,0.00611,0.00611,5.24972541,4.062e-05,4.062e-05,2.766,0.169,0.169,,,,89.01,,,0.48,0.21,0.21,0.66,0.05,0.05,14.41,2.0,2.0,0.87,0.05,0.04,0.0,,,0.9,0.04,0.04,0.00722,0.00044,0.00033
Kepler-272 b,Transit,2454967.38675,0.00305,0.00305,2.971353,1.7e-05,1.7e-05,2.648,0.09,0.09,,,,87.49,,,0.04,0.23,0.23,1.43,0.77,0.77,8.41,1.5,1.5,0.93,0.5,0.5,0.0,,,0.86,0.06,0.03,0.0139,0.0004,0.00057
Kepler-272 c,Transit,2454968.92549,0.00309,0.00309,6.057342,3.7e-05,3.7e-05,3.695,0.093,0.093,,,,88.98,,,0.03,0.22,0.22,1.79,0.96,0.96,12.626,0.676,0.676,0.93,0.5,0.5,0.0,,,0.86,0.06,0.03,0.01767,0.0006,0.00046
Kepler-272 d,Transit,2454969.98503,0.00372,0.00372,10.937304,7.3e-05,7.3e-05,3.084,0.094,0.094,,,,86.63,,,0.89,0.31,0.31,2.25,1.22,1.22,15.3,4.2,4.2,0.93,0.5,0.5,0.0,,,0.86,0.06,0.03,0.01896,0.00078,0.00066
Kepler-273 b,Transit,2454968.71482,0.00188,0.00188,2.936532,9e-06,9e-06,1.704,0.055,0.055,,,,87.29,,,0.04,0.23,0.23,1.5,0.86,0.86,12.82,1.6,1.6,0.81,0.46,0.46,0.0,,,0.94,0.04,0.05,0.01738,0.00056,0.00033
Kepler-273 c,Transit,2454967.83202,0.00375,0.00375,8.014927,5.2e-05,5.2e-05,3.379,0.078,0.078,,,,87.69,,,0.94,0.33,0.33,1.98,1.15,1.15,16.02,5.5,5.5,0.81,0.46,0.46,0.0,,,0.94,0.04,0.05,0.0167,0.0015,0.0015
Kepler-274 b,Transit,2454973.49696,0.0072,0.0072,11.634788,0.000134,0.000134,5.541,0.171,0.171,,,,89.82,,,0.2,0.22,0.22,1.54,0.84,0.84,16.5,1.7,1.7,1.01,0.54,0.54,0.0,,,1.08,0.09,0.07,0.01636,0.00039,0.00086
Kepler-274 c,Transit,2454975.10044,0.01769,0.01769,33.197861,0.000894,0.000894,4.544,0.623,0.623,,,,88.53,,,0.14,0.23,0.23,1.84,1.0,1.0,57.14,5.4,5.4,1.01,0.54,0.54,0.0,,,1.08,0.09,0.07,0.01773,0.00083,0.001
Kepler-275 b,Transit,2454975.73999,0.01185,0.01185,10.300682,0.000254,0.000254,4.967,0.27,0.27,,,,89.99,,,0.57,0.25,0.25,2.34,0.45,0.45,16.36,1.2,1.2,1.38,0.26,0.26,0.0,,,1.16,0.08,0.06,0.01511,0.00077,0.00045
Kepler-275 c,Transit,2454972.49745,0.00519,0.00519,16.088134,0.000164,0.000164,5.888,0.153,0.153,,,,87.82,,,0.06,0.23,0.23,3.38,0.64,0.64,22.02,1.2,1.2,1.38,0.26,0.26,0.0,,,1.16,0.08,0.06,0.02368,0.00082,0.00043
Kepler-275 d,Transit,2454978.00066,0.01103,0.01103,35.676062,0.000641,0.000641,7.634,0.321,0.321,,,,88.84,,,0.73,0.28,0.28,3.33,0.74,0.74,32.5,11.0,11.0,1.38,0.26,0.26,0.0,,,1.16,0.08,0.06,0.02201,0.00033,0.00132
Kepler-276 b,Transit,2454975.89515,0.00418,0.00418,14.12841,0.000111,0.000111,3.733,0.143,0.143,,,,87.47,,,0.85,0.3,0.3,2.87,1.35,1.35,30.06,7.7,7.7,1.05,0.48,0.48,0.0,,,1.04,0.06,0.07,0.02358,0.00069,0.00101
Kepler-276 c,Transit,2454993.20696,0.00453,0.00453,31.884,,,5.099,0.21,0.21,,,,86.92,,,0.3966,0.0561,0.3965,2.9,1.27,0.28,17.44,8.5,8.5,1.03,0.45,0.1,0.0,,,1.1,0.22,0.14,0.02815,0.00077,0.00106
Kepler-276 d,Transit,2455005.12946,0.004031,0.004031,48.648,,,4.563,0.417,0.417,,,,87.42,,,0.3058,0.1802,0.3058,2.8,1.23,0.27,22.0,11.0,11.0,1.03,0.45,0.1,0.0,,,1.1,0.22,0.14,0.023,0.00153,0.00116
Kepler-277 b,Transit,2454975.10839,0.002824,0.002824,17.324,,,8.045,0.102,0.102,,,,86.03,,,0.899,0.1,0.1,2.92,0.73,0.63,7.59,0.96,0.96,1.69,0.42,0.36,0.0,,,1.12,0.19,0.11,0.01624,0.00027,0.00027
Kepler-277 c,Transit,2454978.39,0.003074,0.003074,33.006,,,7.201,0.117,0.117,,,,89.33,,,0.947,0.1,0.1,3.36,0.83,0.72,11.7,1.5,1.5,1.69,0.42,0.36,0.0,,,1.12,0.19,0.11,0.0151,0.00049,0.00024
Kepler-278 b,Transit,2454971.51248,0.00644,0.00644,30.160546,0.000311,0.000311,7.508,0.152,0.152,,,,87.47,0.72,0.52,0.37,0.23,0.23,4.07,0.16,0.16,17.6,1.2,1.2,2.94,0.07,0.07,0.04,0.33,0.04,1.08,0.07,0.07,0.01469,0.00034,0.00034
Kepler-278 c,Transit,2454985.34892,0.00953,0.00953,51.078775,0.00089,0.00089,11.315,0.281,0.281,,,,89.07,1.2,0.51,0.76,0.29,0.29,3.59,0.43,0.43,25.0,1.6,1.6,2.94,0.07,0.07,0.51,0.19,0.12,1.08,0.07,0.07,0.01106,0.00039,0.00039
Kepler-279 b,Transit,2454970.68644,0.00246,0.00246,12.309681,5.1e-05,5.1e-05,5.868,0.08,0.08,,,,83.92,,,0.69,0.26,0.26,3.62,0.71,0.71,9.279,0.086,0.086,1.75,0.32,0.32,0.0,,,1.16,0.13,0.11,0.01919,0.00027,0.00027
Kepler-279 c,Transit,2454984.0612,0.0024,0.0024,35.736,,,8.995,0.213,0.213,,,,87.09,,,0.9169,0.0097,0.02,4.3,1.72,0.41,18.88,0.17,0.17,1.07,0.43,0.1,0.0,,,1.1,0.16,0.13,0.03085,0.00026,0.00026
Kepler-279 d,Transit,2454981.70471,0.0041,0.0041,54.414,,,8.559,0.499,0.499,,,,87.09,,,0.9098,0.1,0.1,3.1,1.24,0.3,24.99,0.23,0.23,1.07,0.43,0.1,0.0,,,1.1,0.16,0.13,0.0228,0.00046,0.00046
Kepler-28 b,Transit,2454975.6227,,,5.9123,,,2.77,,,,,,89.51,,,0.17,0.201,0.17,3.6,,,19.7,1.3,1.3,0.7,,,0.0,,,0.75,,,0.02783,0.0006,0.00041
Kepler-28 c,Transit,2454981.7277,,,8.9858,,,4.39,,,,,,89.98,,,0.008,0.387,0.008,3.4,,,24.64,0.31,0.31,0.7,,,0.0,,,0.75,,,0.02653,0.00078,0.00032
Kepler-280 b,Transit,2454966.6526,0.0015,0.0015,2.139542,6e-06,6e-06,2.02,0.048,0.048,,,,87.19,,,0.33,0.23,0.23,1.45,0.7,0.7,8.089,0.409,0.409,0.89,0.43,0.43,0.0,,,0.96,0.05,0.05,0.01514,0.00047,0.0002
Kepler-280 c,Transit,2454967.64249,0.00104,0.00104,4.807091,9e-06,9e-06,0.901,0.076,0.076,,,,86.65,,,0.68,0.09,0.09,2.01,0.97,0.97,13.5,3.8,3.8,0.89,0.43,0.43,0.0,,,0.96,0.05,0.05,0.0197,0.00067,0.00065
Kepler-281 b,Transit,2454969.51691,0.00588,0.00588,14.646008,0.000139,0.000139,6.293,0.125,0.125,,,,88.09,,,0.92,0.33,0.33,2.82,1.12,1.12,15.8,1.8,1.8,0.9,0.35,0.35,0.0,,,0.95,0.06,0.06,0.02396,0.00058,0.00058
Kepler-281 c,Transit,2454993.40092,0.00175,0.00175,36.337373,0.000111,0.000111,6.809,0.22,0.22,,,,88.17,,,0.77,0.23,0.23,5.31,2.06,2.06,29.0,3.2,3.2,0.9,0.35,0.35,0.0,,,0.95,0.06,0.06,0.05391,0.00062,0.00062
Kepler-281 d,Transit,2454971.00557,0.00469,0.00469,148.2720032,,,4.192,0.174,0.174,,,,89.66,,,1.14,0.17,0.17,5.937,,,74.0,8.3,8.3,0.88,0.23,0.08,0.0,,,0.98,0.1,0.11,0.04682,0.00066,0.0069
Kepler-282 b,Transit,2454971.05444,0.02523,0.02523,9.220524,0.000341,0.000341,4.847,0.393,0.393,,,,89.85,,,0.02,0.21,0.21,1.01,0.25,0.25,14.511,0.943,0.943,0.9,0.21,0.21,0.0,,,0.79,0.06,0.04,0.01074,0.00047,0.00072
Kepler-282 c,Transit,2454974.77809,0.02213,0.02213,13.638723,0.000491,0.000491,5.573,0.331,0.331,,,,89.69,,,0.07,0.23,0.23,1.2,0.29,0.29,19.33,1.8,1.8,0.9,0.21,0.21,0.0,,,0.79,0.06,0.04,0.01159,0.00061,0.00057
Kepler-282 d,Transit,2454978.07495,0.00264,0.00264,24.806,,,6.1513,0.0902,0.0902,,,,89.99,,,0.763,0.1,0.1,2.46,1.0,0.2,31.527,0.971,0.971,0.89,0.36,0.07,0.0,,,0.97,0.1,0.12,0.02374,0.00065,0.00035
Kepler-282 e,Transit,2454994.31425,0.00281,0.00281,44.347,,,6.399,0.103,0.103,,,,89.7,,,0.778,0.1,0.1,3.1,1.26,0.25,54.15,1.1,1.1,0.89,0.36,0.07,0.0,,,0.97,0.1,0.12,0.02673,0.00074,0.00038
Kepler-283 b,Transit,2454976.22626,0.00142,0.00142,11.008151,2.9e-05,2.9e-05,2.087,0.067,0.067,,,,89.97,,,0.51,0.34,0.34,2.13,0.26,0.26,43.185,0.782,0.782,0.57,0.02,0.02,0.0,,,0.6,0.01,0.01,0.0339,0.00131,0.00062
Kepler-283 c,Transit,2455006.31145,0.0073,0.0073,92.743711,0.001413,0.001413,6.279,0.357,0.357,,,,89.99,,,0.44,0.23,0.23,1.82,0.12,0.12,132.45,5.8,5.8,0.57,0.02,0.02,0.0,,,0.6,0.01,0.01,0.02939,0.00166,0.00089
Kepler-284 b,Transit,2455017.98515,0.00361,0.00361,12.699149,7.1e-05,7.1e-05,2.819,0.099,0.099,,,,88.51,,,0.24,0.22,0.22,2.24,0.98,0.98,26.8,3.1,3.1,0.81,0.36,0.36,0.0,,,0.92,0.04,0.04,0.02702,0.00056,0.0011
Kepler-284 c,Transit,2455022.30068,0.00575,0.00575,37.514456,0.00035,0.00035,5.352,0.15,0.15,,,,89.6,,,0.62,0.34,0.34,2.61,1.18,1.18,55.2,6.4,6.4,0.81,0.36,0.36,0.0,,,0.92,0.04,0.04,0.02781,0.00065,0.00108
Kepler-285 b,Transit,2454967.56281,0.00251,0.00251,2.633867,1.2e-05,1.2e-05,2.061,0.084,0.084,,,,88.82,,,0.09,0.22,0.22,1.34,0.58,0.58,9.91,1.6,1.6,0.81,0.35,0.35,0.0,,,0.82,0.06,0.03,0.016,0.00066,0.00035
Kepler-285 c,Transit,2454969.63351,0.00507,0.00507,6.186676,5.9e-05,5.9e-05,2.908,0.198,0.198,,,,89.95,,,0.08,0.23,0.23,1.12,0.49,0.49,16.46,2.0,2.0,0.81,0.35,0.35,0.0,,,0.82,0.06,0.03,0.01265,0.00084,0.00047
Kepler-286 b,Transit,2454966.33057,0.00307,0.00307,1.796302,9e-06,9e-06,1.974,0.095,0.095,,,,89.88,,,0.06,0.23,0.23,1.24,0.25,0.25,7.288,0.507,0.507,0.86,0.17,0.17,0.0,,,0.96,0.04,0.04,0.01323,0.0006,0.00033
Kepler-286 c,Transit,2454969.00318,0.00392,0.00392,3.468095,2.3e-05,2.3e-05,2.305,0.115,0.115,,,,89.28,,,0.2,0.22,0.22,1.37,0.27,0.27,11.29,1.3,1.3,0.86,0.17,0.17,0.0,,,0.96,0.04,0.04,0.01486,0.0006,0.00046
Kepler-286 d,Transit,2454966.48698,0.00524,0.00524,5.914323,5.4e-05,5.4e-05,2.655,0.166,0.166,,,,89.87,,,0.06,0.23,0.23,1.33,0.27,0.27,17.223,0.391,0.391,0.86,0.17,0.17,0.0,,,0.96,0.04,0.04,0.01448,0.00066,0.00057
Kepler-286 e,Transit,2454972.33017,0.00718,0.00718,29.221289,0.00037,0.00037,3.93,0.216,0.216,,,,88.78,,,0.64,0.36,0.36,1.77,0.43,0.43,58.14,7.9,7.9,0.86,0.17,0.17,0.0,,,0.96,0.04,0.04,0.01809,0.00092,0.00083
Kepler-287 b,Transit,2454970.69875,0.00254,0.00254,20.342199,8.4e-05,8.4e-05,2.257,0.102,0.102,,,,88.83,,,0.24,0.24,0.24,2.33,1.06,1.06,38.0,17.0,17.0,1.03,0.47,0.47,0.0,,,0.97,0.04,0.05,0.02174,0.00064,0.00071
Kepler-287 c,Transit,2455005.463,0.00325,0.00325,44.851896,0.000247,0.000247,3.584,0.125,0.125,,,,89.24,,,0.83,0.3,0.3,3.26,1.49,1.49,43.3,20.8,20.8,1.03,0.47,0.47,0.0,,,0.97,0.04,0.05,0.0317,0.00055,0.00514
Kepler-288 b,Transit,2455187.06412,0.00575,0.00575,6.097326,6.4e-05,6.4e-05,3.306,0.148,0.148,,,,89.95,,,0.21,0.21,0.21,1.67,0.8,0.8,13.768,0.359,0.359,1.09,0.52,0.52,0.0,,,1.03,0.07,0.07,0.01409,0.00076,0.0004
Kepler-288 c,Transit,2455206.19055,0.00328,0.00328,19.305772,0.000135,0.000135,4.192,0.083,0.083,,,,90.0,,,0.06,0.21,0.21,2.85,1.36,1.36,35.21,0.576,0.576,1.09,0.52,0.52,0.0,,,1.03,0.07,0.07,0.02407,0.00082,0.00035
Kepler-288 d,Transit,2454968.55296,0.01046,0.01046,56.633742,0.000908,0.000908,6.039,0.241,0.241,,,,89.75,,,0.41,0.22,0.22,2.67,1.27,1.27,20.5,10.1,10.1,1.09,0.52,0.52,0.0,,,1.03,0.07,0.07,0.02216,0.00078,0.001
Kepler-289 b,Transit,2454965.6404,0.004,0.004,34.545,0.0005,0.0005,3.178,0.055,0.055,,,,89.59,0.3,0.48,0.04,0.66,0.68,2.15,0.1,0.1,45.9,0.5,0.5,1.0,0.02,0.02,0.0,0.024,0.024,1.08,0.02,0.02,0.0197,0.0011,0.0006
Kepler-289 c,Transit,2455069.8518,0.0077,0.0077,125.8518,0.0076,0.0076,8.067,0.026,0.024,,,,89.794,0.017,0.016,0.394,0.026,0.029,11.59,0.19,0.19,108.6,1.1,1.1,1.0,0.02,0.02,0.0,,,1.08,0.02,0.02,0.1062,0.00049,0.0005
Kepler-289 d,Transit,2454975.6436,0.0068,0.0068,66.0634,0.0114,0.0114,3.557,0.072,0.065,,,,89.73,0.2,0.38,0.05,0.7,0.76,2.68,0.17,0.17,70.7,0.7,0.7,1.0,0.02,0.02,0.0033,0.011,0.011,1.08,0.02,0.02,0.0246,0.0022,0.0009
Kepler-29 b,Transit,2455003.38549,0.00123,0.00123,10.33974,0.00014,0.00015,3.041,0.045,0.052,,,,89.13,0.45,0.23,0.379,0.083,0.185,2.55,0.12,0.12,24.95,1.34,0.91,0.73,0.03,0.03,0.0,,,0.76,0.02,0.03,0.03194,0.00048,0.00054
Kepler-29 c,Transit,2455005.11932,0.00165,0.00165,13.28613,0.00026,0.00021,3.2825,0.0504,0.0504,,,,89.97,,,0.929,0.1,0.1,2.34,0.12,0.11,31.83,1.6,1.6,0.73,0.03,0.03,0.0,,,0.76,0.02,0.03,0.02928,0.00079,0.00048
Kepler-290 b,Transit,2454974.93413,0.00255,0.00255,14.589347,6.6e-05,6.6e-05,2.404,0.083,0.083,,,,88.86,,,0.6,0.36,0.36,2.25,1.22,1.22,47.44,5.8,5.8,0.74,0.38,0.38,0.0,,,0.8,0.03,0.03,0.02629,0.00133,0.00054
Kepler-290 c,Transit,2454997.29316,0.00271,0.00271,36.77031,0.000183,0.000183,4.278,0.089,0.089,,,,89.44,,,0.22,0.24,0.24,2.7,1.39,1.39,33.9,15.5,15.5,0.74,0.38,0.38,0.0,,,0.8,0.03,0.03,0.04147,0.00141,0.00633
Kepler-291 b,Transit,2454967.90112,0.00274,0.00274,3.546511,1.6e-05,1.6e-05,2.266,0.094,0.094,,,,86.2,,,0.33,0.24,0.24,2.16,0.94,0.94,11.91,1.8,1.8,1.02,0.44,0.44,0.0,,,0.9,0.06,0.06,0.02014,0.00078,0.00053
Kepler-291 c,Transit,2454965.68674,0.00483,0.00483,5.700786,5.5e-05,5.5e-05,1.647,0.148,0.148,,,,88.15,,,0.57,0.36,0.36,1.88,0.82,0.82,27.02,4.0,4.0,1.02,0.44,0.44,0.0,,,0.9,0.06,0.06,0.01793,0.00113,0.00065
Kepler-292 b,Transit,2455004.56214,0.00512,0.00512,2.580827,2e-05,2e-05,2.092,0.132,0.132,,,,89.0,,,0.09,0.23,0.23,1.32,0.14,0.14,4.5,1.1,1.1,0.83,0.07,0.07,0.0,,,0.85,0.04,0.05,0.0148,0.00074,0.00069
Kepler-292 c,Transit,2455002.79198,0.00513,0.00513,3.715335,3.3e-05,3.3e-05,2.32,0.127,0.127,,,,88.25,,,0.38,0.23,0.23,1.47,0.15,0.15,5.8,1.3,1.3,0.83,0.07,0.07,0.0,,,0.85,0.04,0.05,0.01657,0.0007,0.00064
Kepler-292 d,Transit,2455014.90973,0.00369,0.00369,7.055679,4.3e-05,4.3e-05,3.145,0.103,0.103,,,,89.0,,,0.35,0.22,0.22,2.23,0.21,0.21,17.53,1.3,1.3,0.83,0.07,0.07,0.0,,,0.85,0.04,0.05,0.0241,0.00057,0.00078
Kepler-292 e,Transit,2455011.9664,0.00523,0.00523,11.97901,0.000101,0.000101,4.094,0.122,0.122,,,,89.83,,,0.91,0.32,0.32,2.67,0.35,0.35,24.92,2.1,2.1,0.83,0.07,0.07,0.0,,,0.85,0.04,0.05,0.02387,0.00105,0.0006
Kepler-292 f,Transit,2455019.03249,0.00604,0.00604,20.834237,0.000184,0.000184,4.341,0.16,0.16,,,,89.56,,,0.46,0.24,0.24,2.35,0.22,0.22,18.3,4.2,4.2,0.83,0.07,0.07,0.0,,,0.85,0.04,0.05,0.02564,0.00098,0.00078
Kepler-293 b,Transit,2454997.78133,0.00245,0.00245,19.254196,7.9e-05,7.9e-05,4.533,0.085,0.085,,,,88.86,,,0.5,0.24,0.24,3.07,1.3,1.3,32.87,2.1,2.1,0.96,0.4,0.4,0.0,,,0.94,0.04,0.04,0.02916,0.00073,0.00054
Kepler-293 c,Transit,2455005.36515,0.00521,0.00521,54.155743,0.000466,0.000466,4.608,0.189,0.189,,,,88.78,,,0.91,0.33,0.33,3.83,1.63,1.63,43.5,21.3,21.3,0.96,0.4,0.4,0.0,,,0.94,0.04,0.04,0.03708,2e-05,0.00567
